Midwater or pelagic trawl 
pelagic trawl
Midwater trawl
Plankton nets
Ring net
Bongo nets
MOCNESS
Neuston nets
Drift nets
Gill nets
Fyke nets
Bottom Grabs
Hamon grab
Van Veen grab
Bottom Trawl
Beam Trawling
Otter trawling
Shrimp trawling
Dredge
Newhaven Scallop dredge
Rallier-du-bathy dredge
Corer
The gravity corer
Multiple corer
Reineck boxcorer
Multi boxcorer
Hyperbenthos sledge
Hyperbenthos net
